# side=server impl=A.G utc=2026-09-12T08:54:02.4037753Z
# borders=62,0..1700,1550 maxHeight=646.01 terrainSize=1600,1600
# sceneXmlCrc=0 navMeshCrc=0 navMeshFaces=19396
x,y,terrain,face,faceGroup,faceIsland,heightOk,height,patchScene,patchU,patchV,envCurrent,envTypes,snow,rain
1239.312,16.1458,2,9381,2,76,1,0,0,0,0,2,,0,0
1273.438,16.1458,2,9381,2,76,1,0,0,0,0,2,,0,0
1307.562,16.1458,2,6872,2,76,1,0,0,0,0,2,,0,0
1341.688,16.1458,5,6980,5,76,1,0,0,0,0,5,,0,0
1375.812,16.1458,5,9388,5,76,1,0,0,0,0,5,,0,0
1409.938,16.1458,5,9389,5,76,1,0,0,0,0,5,,0,0
1444.062,16.1458,5,9389,5,76,1,0,0,0,0,5,,0,0
1478.188,16.1458,5,9391,5,76,1,0,0,0,0,5,,0,0
1512.312,16.1458,5,9391,5,76,1,0,0,0,0,5,,0,0
1546.438,16.1458,5,9394,5,76,1,0,0,0,0,5,,0,0
1580.562,16.1458,5,9393,5,76,1,0,0,0,0,5,,0,0
1614.688,16.1458,1,-1,-1,-1,1,0,0,0,0,1,,0,0
1648.812,16.1458,1,-1,-1,-1,1,0,0,0,0,1,,0,0
1682.938,16.1458,1,-1,-1,-1,1,0,0,0,0,1,,0,0
79.0625,48.4375,19,1010,19,-1,1,0,0,0,0,19,,0,0
113.1875,48.4375,19,1010,19,-1,1,0,0,0,0,19,,0,0
147.3125,48.4375,19,1010,19,-1,1,0,0,0,0,19,,0,0
181.4375,48.4375,19,1010,19,-1,1,0,0,0,0,19,,0,0
215.5625,48.4375,19,1010,19,-1,1,0,0,0,0,19,,0,0
249.6875,48.4375,19,1010,19,-1,1,0,0,0,0,19,,0,0
283.8125,48.4375,19,1010,19,-1,1,0,0,0,0,19,,0,0
317.9375,48.4375,19,1028,19,-1,1,0,0,0,0,19,,0,0
352.0625,48.4375,18,1017,18,-1,1,0,0,0,0,18,,0,0
386.1875,48.4375,2,9315,2,76,1,0,0,0,0,2,,0,0
420.3125,48.4375,2,9332,2,76,1,0,0,0,0,2,,0,0
454.4375,48.4375,2,9331,2,76,1,0,0,0,0,2,,0,0
488.5625,48.4375,2,8651,2,76,1,0,0,0,0,2,,0,0
522.6875,48.4375,2,9395,2,76,1,0,0,0,0,2,,0,0
556.8125,48.4375,2,9397,2,76,1,0,0,0,0,2,,0,0
590.9375,48.4375,2,9402,2,76,1,0,0,0,0,2,,0,0
625.0625,48.4375,2,9404,2,76,1,0,0,0,0,2,,0,0
659.1875,48.4375,2,9405,2,76,1,0,0,0,0,2,,0,0
693.3125,48.4375,2,9408,2,76,1,0,0,0,0,2,,0,0
727.4375,48.4375,2,9413,2,76,1,0,0,0,0,2,,0,0
761.5625,48.4375,2,9506,2,76,1,0,0,0,0,2,,0,0
795.6875,48.4375,2,9362,2,76,1,0,0,0,0,2,,0,0
829.8125,48.4375,2,9432,2,76,1,0,0,0,0,2,,0,0
863.9375,48.4375,2,9434,2,76,1,0,0,0,0,2,,0,0
898.0625,48.4375,2,9435,2,76,1,0,0,0,0,2,,0,0
932.1875,48.4375,2,9436,2,76,1,0,0,0,0,2,,0,0
966.3125,48.4375,2,9534,2,76,1,0,0,0,0,2,,0,0
1000.438,48.4375,2,7024,2,76,1,0,0,0,0,2,,0,0
1034.562,48.4375,2,7038,2,76,1,0,0,0,0,2,,0,0
1068.688,48.4375,2,7015,2,76,1,0,0,0,0,2,,0,0
1102.812,48.4375,2,7015,2,76,1,0,0,0,0,2,,0,0
1136.938,48.4375,2,6994,2,76,1,0,0,0,0,2,,0,0
1171.062,48.4375,2,6994,2,76,1,0,0,0,0,2,,0,0
1205.188,48.4375,2,6992,2,76,1,0,0,0,0,2,,0,0
1239.312,48.4375,2,6992,2,76,1,0,0,0,0,2,,0,0
1273.438,48.4375,2,3818,2,76,1,0,0,0,0,2,,0,0
1307.562,48.4375,2,6868,2,76,1,0,0,0,0,2,,0,0
1341.688,48.4375,2,6879,2,76,1,0,0,0,0,2,,0,0
1375.812,48.4375,2,2899,2,76,1,0,0,0,0,2,,0,0
1409.938,48.4375,2,2757,2,76,1,0,0,0,0,2,,0,0
1444.062,48.4375,5,2939,5,76,1,0,0,0,0,5,,0,0
1478.188,48.4375,7,8921,7,-1,1,0,0,0,0,7,,0,0
1512.312,48.4375,8,3816,8,-1,1,0,0,0,0,8,,0,0
1546.438,48.4375,5,3499,5,76,1,0,0,0,0,5,,0,0
1580.562,48.4375,5,3501,5,76,1,0,0,0,0,5,,0,0
1614.688,48.4375,1,-1,-1,-1,1,0,0,0,0,1,,0,0
1648.812,48.4375,1,-1,-1,-1,1,0,0,0,0,1,,0,0
1682.938,48.4375,1,-1,-1,-1,1,0,0,0,0,1,,0,0
79.0625,80.7292,19,1010,19,-1,1,0,0,0,0,19,,0,0
113.1875,80.7292,19,1010,19,-1,1,0,0,0,0,19,,0,0
147.3125,80.7292,19,1010,19,-1,1,0,0,0,0,19,,0,0
181.4375,80.7292,19,1010,19,-1,1,0,0,0,0,19,,0,0
215.5625,80.7292,19,1010,19,-1,1,0,0,0,0,19,,0,0
249.6875,80.7292,19,1010,19,-1,1,0,0,0,0,19,,0,0
283.8125,80.7292,19,1010,19,-1,1,0,0,0,0,19,,0,0
317.9375,80.7292,19,1028,19,-1,1,0,0,0,0,19,,0,0
352.0625,80.7292,19,1005,19,-1,1,0,0,0,0,19,,0,0
386.1875,80.7292,18,1020,18,-1,1,0,0,0,0,18,,0,0
420.3125,80.7292,18,1022,18,-1,1,0,0,0,0,18,,0,0
454.4375,80.7292,2,9328,2,76,1,0,0,0,0,2,,0,0
488.5625,80.7292,2,9334,2,76,1,0,0,0,0,2,,0,0
522.6875,80.7292,2,9456,2,76,1,0,0,0,0,2,,0,0
556.8125,80.7292,2,9399,2,76,1,0,0,0,0,2,,0,0
590.9375,80.7292,2,9464,2,76,1,0,0,0,0,2,,0,0
625.0625,80.7292,2,9466,2,76,1,0,0,0,0,2,,0,0
659.1875,80.7292,2,8890,2,76,1,0,0,0,0,2,,0,0
693.3125,80.7292,2,9410,2,76,1,0,0,0,0,2,,0,0
727.4375,80.7292,2,9411,2,76,1,0,0,0,0,2,,0,0
761.5625,80.7292,2,9546,2,76,1,0,0,0,0,2,,0,0
795.6875,80.7292,2,9561,2,76,1,0,0,0,0,2,,0,0
829.8125,80.7292,2,9563,2,76,1,0,0,0,0,2,,0,0
863.9375,80.7292,2,9435,2,76,1,0,0,0,0,2,,0,0
898.0625,80.7292,2,9436,2,76,1,0,0,0,0,2,,0,0
932.1875,80.7292,2,7274,2,76,1,0,0,0,0,2,,0,0
966.3125,80.7292,2,7037,2,76,1,0,0,0,0,2,,0,0
1000.438,80.7292,2,7024,2,76,1,0,0,0,0,2,,0,0
1034.562,80.7292,2,2960,2,76,1,0,0,0,0,2,,0,0
1068.688,80.7292,2,7013,2,76,1,0,0,0,0,2,,0,0
1102.812,80.7292,2,7013,2,76,1,0,0,0,0,2,,0,0
1136.938,80.7292,2,7015,2,76,1,0,0,0,0,2,,0,0
1171.062,80.7292,2,6994,2,76,1,0,0,0,0,2,,0,0
1205.188,80.7292,2,3351,2,76,1,0,0,0,0,2,,0,0
1239.312,80.7292,2,6992,2,76,1,0,0,0,0,2,,0,0
1273.438,80.7292,2,6990,2,76,1,0,0,0,0,2,,0,0
1307.562,80.7292,11,423,11,-1,1,0,0,0,0,11,,0,0
1341.688,80.7292,5,4437,5,76,1,0,0,0,0,5,,0,0
1375.812,80.7292,5,10020,5,76,1,0,0,0,0,5,,0,0
1409.938,80.7292,11,351,11,-1,1,0,0,0,0,11,,0,0
1444.062,80.7292,5,2993,5,76,1,0,0,0,0,5,,0,0
1478.188,80.7292,7,8926,7,-1,1,0,0,0,0,7,,0,0
1512.312,80.7292,7,8907,7,-1,1,0,0,0,0,7,,0,0
1546.438,80.7292,5,3286,5,76,1,0,0,0,0,5,,0,0
1580.562,80.7292,5,3222,5,76,1,0,0,0,0,5,,0,0
1614.688,80.7292,1,-1,-1,-1,1,0,0,0,0,1,,0,0
1648.812,80.7292,1,-1,-1,-1,1,0,0,0,0,1,,0,0
1682.938,80.7292,1,-1,-1,-1,1,0,0,0,0,1,,0,0
79.0625,113.0208,19,1010,19,-1,1,0,0,0,0,19,,0,0
113.1875,113.0208,19,1010,19,-1,1,0,0,0,0,19,,0,0
147.3125,113.0208,19,1010,19,-1,1,0,0,0,0,19,,0,0
181.4375,113.0208,19,1010,19,-1,1,0,0,0,0,19,,0,0
215.5625,113.0208,19,1010,19,-1,1,0,0,0,0,19,,0,0
249.6875,113.0208,19,1010,19,-1,1,0,0,0,0,19,,0,0
283.8125,113.0208,19,1010,19,-1,1,0,0,0,0,19,,0,0
317.9375,113.0208,19,1005,19,-1,1,0,0,0,0,19,,0,0
352.0625,113.0208,19,1005,19,-1,1,0,0,0,0,19,,0,0
386.1875,113.0208,19,1005,19,-1,1,0,0,0,0,19,,0,0
420.3125,113.0208,18,1021,18,-1,1,0,0,0,0,18,,0,0
454.4375,113.0208,2,9448,2,76,1,0,0,0,0,2,,0,0
488.5625,113.0208,2,9453,2,76,1,0,0,0,0,2,,0,0
522.6875,113.0208,2,9455,2,76,1,0,0,0,0,2,,0,0
556.8125,113.0208,2,9502,2,76,1,0,0,0,0,2,,0,0
590.9375,113.0208,2,9464,2,76,1,0,0,0,0,2,,0,0
625.0625,113.0208,2,9509,2,76,1,0,0,0,0,2,,0,0
659.1875,113.0208,2,18397,2,76,1,0,0,0,0,2,,0,0
693.3125,113.0208,2,9470,2,76,1,0,0,0,0,2,,0,0
727.4375,113.0208,2,9543,2,76,1,0,0,0,0,2,,0,0
761.5625,113.0208,2,9580,2,76,1,0,0,0,0,2,,0,0
795.6875,113.0208,2,9569,2,76,1,0,0,0,0,2,,0,0
829.8125,113.0208,2,9569,2,76,1,0,0,0,0,2,,0,0
863.9375,113.0208,2,9567,2,76,1,0,0,0,0,2,,0,0
898.0625,113.0208,2,9442,2,76,1,0,0,0,0,2,,0,0
932.1875,113.0208,2,7718,2,76,1,0,0,0,0,2,,0,0
966.3125,113.0208,2,7024,2,76,1,0,0,0,0,2,,0,0
1000.438,113.0208,2,2960,2,76,1,0,0,0,0,2,,0,0
1034.562,113.0208,2,7806,2,76,1,0,0,0,0,2,,0,0
1068.688,113.0208,2,7013,2,76,1,0,0,0,0,2,,0,0
1102.812,113.0208,2,7013,2,76,1,0,0,0,0,2,,0,0
1136.938,113.0208,2,6176,2,76,1,0,0,0,0,2,,0,0
1171.062,113.0208,2,6070,2,76,1,0,0,0,0,2,,0,0
1205.188,113.0208,2,6039,2,76,1,0,0,0,0,2,,0,0
1239.312,113.0208,2,6840,2,76,1,0,0,0,0,2,,0,0
1273.438,113.0208,2,6840,2,76,1,0,0,0,0,2,,0,0
1307.562,113.0208,11,317,11,-1,1,0,0,0,0,11,,0,0
1341.688,113.0208,5,4437,5,76,1,0,0,0,0,5,,0,0
1375.812,113.0208,5,10739,5,76,1,0,0,0,0,5,,0,0
1409.938,113.0208,5,642,5,76,1,0,0,0,0,5,,0,0
1444.062,113.0208,5,2480,5,76,1,0,0,0,0,5,,0,0
1478.188,113.0208,5,2881,5,76,1,0,0,0,0,5,,0,0
1512.312,113.0208,5,2987,5,76,1,0,0,0,0,5,,0,0
1546.438,113.0208,5,3174,5,76,1,0,0,0,0,5,,0,0
1580.562,113.0208,5,3218,5,76,1,0,0,0,0,5,,0,0
1614.688,113.0208,1,-1,-1,-1,1,0,0,0,0,1,,0,0
1648.812,113.0208,1,-1,-1,-1,1,0,0,0,0,1,,0,0
1682.938,113.0208,1,-1,-1,-1,1,0,0,0,0,1,,0,0
79.0625,145.3125,19,1010,19,-1,1,0,0,0,0,19,,0,0
113.1875,145.3125,19,1010,19,-1,1,0,0,0,0,19,,0,0
147.3125,145.3125,19,1010,19,-1,1,0,0,0,0,19,,0,0
181.4375,145.3125,19,1010,19,-1,1,0,0,0,0,19,,0,0
215.5625,145.3125,19,1010,19,-1,1,0,0,0,0,19,,0,0
249.6875,145.3125,19,1010,19,-1,1,0,0,0,0,19,,0,0
283.8125,145.3125,19,1007,19,-1,1,0,0,0,0,19,,0,0
317.9375,145.3125,19,1005,19,-1,1,0,0,0,0,19,,0,0
352.0625,145.3125,19,1005,19,-1,1,0,0,0,0,19,,0,0
386.1875,145.3125,19,1005,19,-1,1,0,0,0,0,19,,0,0
420.3125,145.3125,19,1006,19,-1,1,0,0,0,0,19,,0,0
454.4375,145.3125,18,1033,18,-1,1,0,0,0,0,18,,0,0
488.5625,145.3125,2,9495,2,76,1,0,0,0,0,2,,0,0
522.6875,145.3125,2,9485,2,76,1,0,0,0,0,2,,0,0
556.8125,145.3125,2,18352,2,76,1,0,0,0,0,2,,0,0
590.9375,145.3125,2,9466,2,76,1,0,0,0,0,2,,0,0
625.0625,145.3125,2,9509,2,76,1,0,0,0,0,2,,0,0
659.1875,145.3125,2,18398,2,76,1,0,0,0,0,2,,0,0
693.3125,145.3125,2,9470,2,76,1,0,0,0,0,2,,0,0
727.4375,145.3125,2,9473,2,76,1,0,0,0,0,2,,0,0
761.5625,145.3125,2,9580,2,76,1,0,0,0,0,2,,0,0
795.6875,145.3125,2,9759,2,76,1,0,0,0,0,2,,0,0
829.8125,145.3125,2,9569,2,76,1,0,0,0,0,2,,0,0
863.9375,145.3125,2,9566,2,76,1,0,0,0,0,2,,0,0
898.0625,145.3125,2,9673,2,76,1,0,0,0,0,2,,0,0
932.1875,145.3125,2,7411,2,76,1,0,0,0,0,2,,0,0
966.3125,145.3125,2,3975,2,76,1,0,0,0,0,2,,0,0
1000.438,145.3125,2,3975,2,76,1,0,0,0,0,2,,0,0
1034.562,145.3125,2,7806,2,76,1,0,0,0,0,2,,0,0
1068.688,145.3125,2,7013,2,76,1,0,0,0,0,2,,0,0
1102.812,145.3125,2,6996,2,76,1,0,0,0,0,2,,0,0
1136.938,145.3125,2,6178,2,76,1,0,0,0,0,2,,0,0
1171.062,145.3125,2,3822,2,76,1,0,0,0,0,2,,0,0
1205.188,145.3125,2,6719,2,76,1,0,0,0,0,2,,0,0
1239.312,145.3125,2,6797,2,76,1,0,0,0,0,2,,0,0
1273.438,145.3125,2,6837,2,76,1,0,0,0,0,2,,0,0
1307.562,145.3125,11,380,11,-1,1,0,0,0,0,11,,0,0
1341.688,145.3125,5,10129,5,76,1,0,0,0,0,5,,0,0
1375.812,145.3125,5,10106,5,76,1,0,0,0,0,5,,0,0
1409.938,145.3125,5,642,5,76,1,0,0,0,0,5,,0,0
1444.062,145.3125,5,1437,5,76,1,0,0,0,0,5,,0,0
1478.188,145.3125,5,2881,5,76,1,0,0,0,0,5,,0,0
1512.312,145.3125,5,2918,5,76,1,0,0,0,0,5,,0,0
1546.438,145.3125,5,3078,5,76,1,0,0,0,0,5,,0,0
1580.562,145.3125,5,2044,5,76,1,0,0,0,0,5,,0,0
1614.688,145.3125,1,-1,-1,-1,1,0,0,0,0,1,,0,0
1648.812,145.3125,1,-1,-1,-1,1,0,0,0,0,1,,0,0
1682.938,145.3125,1,-1,-1,-1,1,0,0,0,0,1,,0,0
79.0625,177.6042,19,1010,19,-1,1,0,0,0,0,19,,0,0
113.1875,177.6042,19,1010,19,-1,1,0,0,0,0,19,,0,0
147.3125,177.6042,19,1010,19,-1,1,0,0,0,0,19,,0,0
181.4375,177.6042,19,1009,19,-1,1,0,0,0,0,19,,0,0
215.5625,177.6042,19,1009,19,-1,1,0,0,0,0,19,,0,0
249.6875,177.6042,19,1009,19,-1,1,0,0,0,0,19,,0,0
283.8125,177.6042,19,1007,19,-1,1,0,0,0,0,19,,0,0
317.9375,177.6042,19,1007,19,-1,1,0,0,0,0,19,,0,0
352.0625,177.6042,19,1005,19,-1,1,0,0,0,0,19,,0,0
386.1875,177.6042,19,1005,19,-1,1,0,0,0,0,19,,0,0
420.3125,177.6042,19,1006,19,-1,1,0,0,0,0,19,,0,0
454.4375,177.6042,19,1004,19,-1,1,0,0,0,0,19,,0,0
488.5625,177.6042,18,1037,18,-1,1,0,0,0,0,18,,0,0
522.6875,177.6042,2,9460,2,76,1,0,0,0,0,2,,0,0
556.8125,177.6042,2,9464,2,76,1,0,0,0,0,2,,0,0
590.9375,177.6042,2,18376,2,76,1,0,0,0,0,2,,0,0
625.0625,177.6042,2,9509,2,76,1,0,0,0,0,2,,0,0
659.1875,177.6042,2,18402,2,76,1,0,0,0,0,2,,0,0
693.3125,177.6042,2,9470,2,76,1,0,0,0,0,2,,0,0
727.4375,177.6042,2,9473,2,76,1,0,0,0,0,2,,0,0
761.5625,177.6042,2,9580,2,76,1,0,0,0,0,2,,0,0
795.6875,177.6042,2,9580,2,76,1,0,0,0,0,2,,0,0
829.8125,177.6042,7,5052,7,-1,1,0,0,0,0,7,,0,0
863.9375,177.6042,8,3898,8,-1,1,0,0,0,0,8,,0,0
898.0625,177.6042,2,9572,2,76,1,0,0,0,0,2,,0,0
932.1875,177.6042,2,9674,2,76,1,0,0,0,0,2,,0,0
966.3125,177.6042,2,7584,2,76,1,0,0,0,0,2,,0,0
1000.438,177.6042,2,8274,2,76,1,0,0,0,0,2,,0,0
1034.562,177.6042,2,7755,2,76,1,0,0,0,0,2,,0,0
1068.688,177.6042,2,8187,2,76,1,0,0,0,0,2,,0,0
1102.812,177.6042,11,264,11,-1,1,0,0,0,0,11,,0,0
1136.938,177.6042,2,6362,2,76,1,0,0,0,0,2,,0,0
1171.062,177.6042,11,275,11,-1,1,0,0,0,0,11,,0,0
1205.188,177.6042,2,8638,2,76,1,0,0,0,0,2,,0,0
1239.312,177.6042,2,2641,2,76,1,0,0,0,0,2,,0,0
1273.438,177.6042,5,10389,5,76,1,0,0,0,0,5,,0,0
1307.562,177.6042,5,10102,5,76,1,0,0,0,0,5,,0,0
1341.688,177.6042,5,10129,5,76,1,0,0,0,0,5,,0,0
1375.812,177.6042,5,10128,5,76,1,0,0,0,0,5,,0,0
1409.938,177.6042,5,10148,5,76,1,0,0,0,0,5,,0,0
1444.062,177.6042,11,415,11,-1,1,0,0,0,0,11,,0,0
1478.188,177.6042,5,2863,5,76,1,0,0,0,0,5,,0,0
1512.312,177.6042,5,10050,5,76,1,0,0,0,0,5,,0,0
1546.438,177.6042,5,10350,5,76,1,0,0,0,0,5,,0,0
1580.562,177.6042,7,5092,7,-1,1,0,0,0,0,7,,0,0
1614.688,177.6042,1,-1,-1,-1,1,0,0,0,0,1,,0,0
1648.812,177.6042,1,-1,-1,-1,1,0,0,0,0,1,,0,0
1682.938,177.6042,1,-1,-1,-1,1,0,0,0,0,1,,0,0
79.0625,209.8958,19,1009,19,-1,1,0,0,0,0,19,,0,0
113.1875,209.8958,19,1009,19,-1,1,0,0,0,0,19,,0,0
147.3125,209.8958,19,1009,19,-1,1,0,0,0,0,19,,0,0
181.4375,209.8958,19,1009,19,-1,1,0,0,0,0,19,,0,0
215.5625,209.8958,19,1009,19,-1,1,0,0,0,0,19,,0,0
249.6875,209.8958,19,1007,19,-1,1,0,0,0,0,19,,0,0
283.8125,209.8958,19,1007,19,-1,1,0,0,0,0,19,,0,0
317.9375,209.8958,19,1007,19,-1,1,0,0,0,0,19,,0,0
352.0625,209.8958,19,1005,19,-1,1,0,0,0,0,19,,0,0
386.1875,209.8958,19,1006,19,-1,1,0,0,0,0,19,,0,0
420.3125,209.8958,19,1004,19,-1,1,0,0,0,0,19,,0,0
454.4375,209.8958,19,1004,19,-1,1,0,0,0,0,19,,0,0
488.5625,209.8958,19,1004,19,-1,1,0,0,0,0,19,,0,0
522.6875,209.8958,18,1046,18,-1,1,0,0,0,0,18,,0,0
556.8125,209.8958,14,1049,14,-1,1,0,0,0,0,14,,0,0
590.9375,209.8958,2,9509,2,76,1,0,0,0,0,2,,0,0
625.0625,209.8958,2,9511,2,76,1,0,0,0,0,2,,0,0
659.1875,209.8958,2,18404,2,76,1,0,0,0,0,2,,0,0
693.3125,209.8958,2,9471,2,76,1,0,0,0,0,2,,0,0
727.4375,209.8958,2,9480,2,76,1,0,0,0,0,2,,0,0
761.5625,209.8958,2,9580,2,76,1,0,0,0,0,2,,0,0
795.6875,209.8958,2,9580,2,76,1,0,0,0,0,2,,0,0
829.8125,209.8958,7,5055,7,-1,1,0,0,0,0,7,,0,0
863.9375,209.8958,7,5045,7,-1,1,0,0,0,0,7,,0,0
898.0625,209.8958,2,9643,2,76,1,0,0,0,0,2,,0,0
932.1875,209.8958,2,323,2,76,1,0,0,0,0,2,,0,0
966.3125,209.8958,2,9000,2,76,1,0,0,0,0,2,,0,0
1000.438,209.8958,2,8842,2,76,1,0,0,0,0,2,,0,0
1034.562,209.8958,2,7755,2,76,1,0,0,0,0,2,,0,0
1068.688,209.8958,2,8177,2,76,1,0,0,0,0,2,,0,0
1102.812,209.8958,2,8208,2,76,1,0,0,0,0,2,,0,0
1136.938,209.8958,2,8209,2,76,1,0,0,0,0,2,,0,0
1171.062,209.8958,2,8422,2,76,1,0,0,0,0,2,,0,0
1205.188,209.8958,2,8638,2,76,1,0,0,0,0,2,,0,0
1239.312,209.8958,2,660,2,76,1,0,0,0,0,2,,0,0
1273.438,209.8958,2,832,2,76,1,0,0,0,0,2,,0,0
1307.562,209.8958,5,10119,5,76,1,0,0,0,0,5,,0,0
1341.688,209.8958,5,10202,5,76,1,0,0,0,0,5,,0,0
1375.812,209.8958,5,10145,5,76,1,0,0,0,0,5,,0,0
1409.938,209.8958,5,10145,5,76,1,0,0,0,0,5,,0,0
1444.062,209.8958,5,10134,5,76,1,0,0,0,0,5,,0,0
1478.188,209.8958,5,10055,5,76,1,0,0,0,0,5,,0,0
1512.312,209.8958,5,10049,5,76,1,0,0,0,0,5,,0,0
1546.438,209.8958,5,10080,5,76,1,0,0,0,0,5,,0,0
1580.562,209.8958,5,10095,5,76,1,0,0,0,0,5,,0,0
1614.688,209.8958,1,-1,-1,-1,1,0,0,0,0,1,,0,0
1648.812,209.8958,1,-1,-1,-1,1,0,0,0,0,1,,0,0
1682.938,209.8958,1,-1,-1,-1,1,0,0,0,0,1,,0,0
79.0625,242.1875,19,1009,19,-1,1,0,0,0,0,19,,0,0
113.1875,242.1875,19,1009,19,-1,1,0,0,0,0,19,,0,0
147.3125,242.1875,19,1009,19,-1,1,0,0,0,0,19,,0,0
181.4375,242.1875,19,1009,19,-1,1,0,0,0,0,19,,0,0
215.5625,242.1875,19,1007,19,-1,1,0,0,0,0,19,,0,0
249.6875,242.1875,19,1007,19,-1,1,0,0,0,0,19,,0,0
283.8125,242.1875,19,1007,19,-1,1,0,0,0,0,19,,0,0
317.9375,242.1875,19,1007,19,-1,1,0,0,0,0,19,,0,0
352.0625,242.1875,19,1007,19,-1,1,0,0,0,0,19,,0,0
386.1875,242.1875,19,1004,19,-1,1,0,0,0,0,19,,0,0
420.3125,242.1875,19,1004,19,-1,1,0,0,0,0,19,,0,0
454.4375,242.1875,19,1004,19,-1,1,0,0,0,0,19,,0,0
488.5625,242.1875,19,1004,19,-1,1,0,0,0,0,19,,0,0
522.6875,242.1875,19,1004,19,-1,1,0,0,0,0,19,,0,0
556.8125,242.1875,18,1047,18,-1,1,0,0,0,0,18,,0,0
590.9375,242.1875,18,1051,18,-1,1,0,0,0,0,18,,0,0
625.0625,242.1875,2,9511,2,76,1,0,0,0,0,2,,0,0
659.1875,242.1875,2,18404,2,76,1,0,0,0,0,2,,0,0
693.3125,242.1875,2,9587,2,76,1,0,0,0,0,2,,0,0
727.4375,242.1875,2,9580,2,76,1,0,0,0,0,2,,0,0
761.5625,242.1875,2,9580,2,76,1,0,0,0,0,2,,0,0
795.6875,242.1875,2,9689,2,76,1,0,0,0,0,2,,0,0
829.8125,242.1875,2,9688,2,76,1,0,0,0,0,2,,0,0
863.9375,242.1875,2,9726,2,76,1,0,0,0,0,2,,0,0
898.0625,242.1875,2,9578,2,76,1,0,0,0,0,2,,0,0
932.1875,242.1875,2,9643,2,76,1,0,0,0,0,2,,0,0
966.3125,242.1875,2,9740,2,76,1,0,0,0,0,2,,0,0
1000.438,242.1875,2,8954,2,76,1,0,0,0,0,2,,0,0
1034.562,242.1875,2,8578,2,76,1,0,0,0,0,2,,0,0
1068.688,242.1875,2,8205,2,76,1,0,0,0,0,2,,0,0
1102.812,242.1875,2,8018,2,76,1,0,0,0,0,2,,0,0
1136.938,242.1875,2,7988,2,76,1,0,0,0,0,2,,0,0
1171.062,242.1875,2,7979,2,76,1,0,0,0,0,2,,0,0
1205.188,242.1875,2,1953,2,76,1,0,0,0,0,2,,0,0
1239.312,242.1875,2,790,2,76,1,0,0,0,0,2,,0,0
1273.438,242.1875,2,4673,2,76,1,0,0,0,0,2,,0,0
1307.562,242.1875,5,17993,5,76,1,0,0,0,0,5,,0,0
1341.688,242.1875,5,10214,5,76,1,0,0,0,0,5,,0,0
1375.812,242.1875,5,10144,5,76,1,0,0,0,0,5,,0,0
1409.938,242.1875,5,10198,5,76,1,0,0,0,0,5,,0,0
